Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,Affected designated use,Pollutant or stressor
Des Moines River,Beaver Cr to Lime Cr,Stream,2004,Des Moines River,07100001-546,"2Bg, 3C",Murray,Aquatic Recreation,Fecal coliform
Des Moines River,JD 66 to MN/IA border ,Stream,2016,Des Moines River,07100002-501,"2Bg, 3C",Jackson,Aquatic Consumption,Mercury in fish tissue
Des Moines River,JD 66 to MN/IA border ,Stream,2018,Des Moines River,07100002-501,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Des Moines River,JD 66 to MN/IA border ,Stream,2018,Des Moines River,07100002-501,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Des Moines River,JD 66 to MN/IA border ,Stream,2002,Des Moines River,07100002-501,"2Bg, 3C",Jackson,Aquatic Life,Turbidity
Des Moines River,JD 66 to MN/IA border ,Stream,2004,Des Moines River,07100002-501,"2Bg, 3C",Jackson,Aquatic Recreation,Fecal coliform
"Des Moines River, East Branch",Unnamed cr to CD 11,Stream,2018,Des Moines River,07100003-525,"2Bg, 3C",Martin,Aquatic Life,Fish bioassessments
"Des Moines River, East Branch",Unnamed cr to CD 11,Stream,2018,Des Moines River,07100003-525,"2Bg, 3C",Martin,Aquatic Recreation,Escherichia coli (E.coli)
"Des Moines River, East Branch",-94.6258 43.5659 to Okamanpeedan Lk,Stream,2006,Des Moines River,07100003-527,"2Bg, 3C",Martin,Aquatic Life,Dissolved oxygen
"Des Moines River, East Branch",-94.6258 43.5659 to Okamanpeedan Lk,Stream,2018,Des Moines River,07100003-527,"2Bg, 3C",Martin,Aquatic Life,Fish bioassessments
"Des Moines River, East Branch",-94.6258 43.5659 to Okamanpeedan Lk,Stream,2002,Des Moines River,07100003-527,"2Bg, 3C",Martin,Aquatic Life,Turbidity
"Des Moines River, East Branch",-94.6258 43.5659 to Okamanpeedan Lk,Stream,2018,Des Moines River,07100003-527,"2Bg, 3C",Martin,Aquatic Recreation,Escherichia coli (E.coli)
Devils Run Creek,Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100001-668,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Division Creek,Okabena Cr to Heron Lk (32-0057-06),Stream,2006,Des Moines River,07100001-529,"2Bg, 3C",Jackson,Aquatic Life,Turbidity
East Graham,Lake or Reservoir,Lake,2018,Des Moines River,53-0020-00,"2B, 3C",Nobles,Aquatic Life,Fish bioassessments
East Graham,Lake or Reservoir,Lake,2008,Des Moines River,53-0020-00,"2B, 3C",Nobles,Aquatic Recreation,Nutrients
Elk Creek,-95.4791 43.6750 to Okabena Cr,Stream,2018,Des Moines River,07100001-656,"2Bg, 3C",Nobles,Aquatic Life,Benthic macroinvertebrates bioassessments
Elk Creek,-95.4791 43.6750 to Okabena Cr,Stream,2018,Des Moines River,07100001-656,"2Bg, 3C",Nobles,Aquatic Life,Fish bioassessments
Elk Creek,-95.4791 43.6750 to Okabena Cr,Stream,2006,Des Moines River,07100001-656,"2Bg, 3C",Nobles,Aquatic Life,Turbidity
Elk Creek,-95.4791 43.6750 to Okabena Cr,Stream,2006,Des Moines River,07100001-656,"2Bg, 3C",Nobles,Aquatic Recreation,Fecal coliform
Flahtery,Lake or Reservoir,Lake,2010,Des Moines River,32-0045-00,"2B, 3C",Jackson,Aquatic Recreation,Nutrients
Fourmile Creek,JD 105 to Des Moines R,Stream,2018,Des Moines River,07100003-510,"2Bg, 3C",Martin,Aquatic Life,Benthic macroinvertebrates bioassessments
Fourmile Creek,JD 105 to Des Moines R,Stream,2018,Des Moines River,07100003-510,"2Bg, 3C",Martin,Aquatic Life,Fish bioassessments
Fourmile Creek,JD 105 to Des Moines R,Stream,2018,Des Moines River,07100003-510,"2Bg, 3C",Martin,Aquatic Recreation,Escherichia coli (E.coli)
Fox,Lake or Reservoir,Lake,2018,Des Moines River,51-0043-00,"2B, 3C",Murray,Aquatic Life,Fish bioassessments
Fox,Lake or Reservoir,Lake,2018,Des Moines River,51-0043-00,"2B, 3C",Murray,Aquatic Recreation,Nutrients
Heron (Duck),Lake or Reservoir,Lake,2002,Des Moines River,32-0057-02,"2B, 3C",Jackson,Aquatic Recreation,Nutrients
Heron (North Heron),Lake or Reservoir,Lake,2002,Des Moines River,32-0057-05,"2B, 3C",Jackson,Aquatic Recreation,Nutrients
Heron (South Heron),Lake or Reservoir,Lake,2002,Des Moines River,32-0057-07,"2B, 3C",Jackson,Aquatic Recreation,Nutrients
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2018,Des Moines River,07100001-527,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2018,Des Moines River,07100001-527,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2016,Des Moines River,07100001-527,"2Bg, 3C",Jackson,Aquatic Life,Nutrients
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2006,Des Moines River,07100001-527,"2Bg, 3C",Jackson,Aquatic Life,pH
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2006,Des Moines River,07100001-527,"2Bg, 3C",Jackson,Aquatic Life,Turbidity
Heron Lake Outlet,Heron Lk (32-0057-01) to Des Moines R,Stream,2018,Des Moines River,07100001-527,"2Bg, 3C",Jackson,Aquatic Recreation,Escherichia coli (E.coli)
Jack Creek,N Br Jack Cr to JD 26,Stream,2018,Des Moines River,07100001-514,"2Bg, 3C",Nobles,Aquatic Life,Fish bioassessments
Jack Creek,"T104 R40W S31, west line to N Br Jack Cr",Stream,2018,Des Moines River,07100001-549,"2Bg, 3C",Nobles,Aquatic Life,Benthic macroinvertebrates bioassessments
Jack Creek,"T104 R40W S31, west line to N Br Jack Cr",Stream,2018,Des Moines River,07100001-549,"2Bg, 3C",Nobles,Aquatic Life,Fish bioassessments
Jack Creek,MN Hwy 60 to -93.3062 43.7685,Stream,2018,Des Moines River,07100001-658,"2Bg, 3C",Jackson,Aquatic Life,Chlorpyrifos
Jack Creek,MN Hwy 60 to -93.3062 43.7685,Stream,2018,Des Moines River,07100001-658,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Jack Creek,MN Hwy 60 to -93.3062 43.7685,Stream,2006,Des Moines River,07100001-658,"2Bg, 3C",Jackson,Aquatic Life,Turbidity
Jack Creek,MN Hwy 60 to -93.3062 43.7685,Stream,2006,Des Moines River,07100001-658,"2Bg, 3C",Jackson,Aquatic Recreation,Fecal coliform
Jack Creek,-93.3062 43.7685 to Heron Lk,Stream,2006,Des Moines River,07100001-659,"2Bg, 3C",Jackson,Aquatic Life,Turbidity
Jack Creek,-93.3062 43.7685 to Heron Lk,Stream,2006,Des Moines River,07100001-659,"2Bg, 3C",Jackson,Aquatic Recreation,Fecal coliform
"Jack Creek, North Branch",T-148 to 1st St,Stream,2018,Des Moines River,07100001-649,"2Bg, 3C",Nobles,Aquatic Life,Fish bioassessments
"Jack Creek, North Branch",31st St to JD 12,Stream,2006,Des Moines River,07100001-651,"2Bg, 3C",Murray,Aquatic Life,Turbidity
"Jack Creek, North Branch",JD 12 to Jack Cr,Stream,2018,Des Moines River,07100001-652,"2Bg, 3C",Nobles,Aquatic Life,Fish bioassessments
"Jack Creek, North Branch",JD 12 to Jack Cr,Stream,2006,Des Moines River,07100001-652,"2Bg, 3C",Nobles,Aquatic Life,Turbidity
"Jack Creek, North Branch",JD 12 to Jack Cr,Stream,2018,Des Moines River,07100001-652,"2Bg, 3C",Nobles,Aquatic Recreation,Escherichia coli (E.coli)
Judicial Ditch 12,CSAH 18 to N Br Jack Cr,Stream,2018,Des Moines River,07100001-666,"2Bg, 3C",Nobles,Aquatic Life,Benthic macroinvertebrates bioassessments
Judicial Ditch 12,CSAH 18 to N Br Jack Cr,Stream,2018,Des Moines River,07100001-666,"2Bg, 3C",Nobles,Aquatic Life,Fish bioassessments
Judicial Ditch 26,Unnamed cr to Jack Lk,Stream,2018,Des Moines River,07100001-523,"2Bg, 3C",Nobles,Aquatic Life,Benthic macroinvertebrates bioassessments
Judicial Ditch 56,Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100002-505,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Judicial Ditch 56,Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100002-505,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Judicial Ditch 56,Unnamed cr to Des Moines R,Stream,2008,Des Moines River,07100002-505,"2Bg, 3C",Jackson,Aquatic Life,Turbidity
Lake Shetek Inlet,-95.9137 44.1640 to  -95.8869 44.2032,Stream,2018,Des Moines River,07100001-641,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Lake Shetek Inlet,-95.9137 44.1640 to  -95.8869 44.2032,Stream,2018,Des Moines River,07100001-641,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Lake Shetek Inlet,-95.8869 44.2032 to -95.8495 44.2061,Stream,2018,Des Moines River,07100001-642,"2Bg, 3C",Lyon,Aquatic Life,Fish bioassessments
Lake Shetek Inlet,-95.8495 44.2061 to -95.7553 44.1793,Stream,2018,Des Moines River,07100001-643,"2Bg, 3C",Lyon,Aquatic Life,Fish bioassessments
Lake Shetek Inlet,-95.8495 44.2061 to -95.7553 44.1793,Stream,2002,Des Moines River,07100001-643,"2Bg, 3C",Lyon,Aquatic Recreation,Fecal coliform
Lake Shetek Inlet,-95.7553 44.1793 to Lk Shetek,Stream,2002,Des Moines River,07100001-644,"2Bg, 3C",Murray,Aquatic Recreation,Fecal coliform
Lime,Lake or Reservoir,Lake,2018,Des Moines River,51-0024-00,"2B, 3C",Murray,Aquatic Life,Fish bioassessments
Lime,Lake or Reservoir,Lake,2010,Des Moines River,51-0024-00,"2B, 3C",Murray,Aquatic Recreation,Nutrients
Lime Creek,Lime Lk to Des Moines R,Stream,2018,Des Moines River,07100001-535,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Lime Creek,Lime Lk to Des Moines R,Stream,2018,Des Moines River,07100001-535,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Lime Creek,Lime Lk to Des Moines R,Stream,2004,Des Moines River,07100001-535,"2Bg, 3C",Murray,Aquatic Life,Turbidity
Lime Creek,Lime Lk to Des Moines R,Stream,2004,Des Moines River,07100001-535,"2Bg, 3C",Murray,Aquatic Recreation,Fecal coliform
Lower Lake Sarah Outlet,First Unnamed cr on Lk Sarah outlet str to Lk Shetek inlet,Stream,2018,Des Moines River,07100001-508,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Lower Lake Sarah Outlet,First Unnamed cr on Lk Sarah outlet str to Lk Shetek inlet,Stream,2018,Des Moines River,07100001-508,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Lower Lake Sarah Outlet,First Unnamed cr on Lk Sarah outlet str to Lk Shetek inlet,Stream,2002,Des Moines River,07100001-508,"2Bg, 3C",Murray,Aquatic Recreation,Fecal coliform
North Oaks,Lake or Reservoir,Lake,2018,Des Moines River,17-0044-00,"2B, 3C",Cottonwood,Aquatic Recreation,Nutrients
Okabena Creek,"Unnamed cr to T102 R38W S6, north line",Stream,2010,Des Moines River,07100001-512,7,Nobles,Limited Resource Value,Escherichia coli (E.coli)
Okabena Creek,Elk Cr to Division Cr,Stream,2018,Des Moines River,07100001-602,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Okabena Creek,Elk Cr to Division Cr,Stream,2018,Des Moines River,07100001-602,"2Bg, 3C",Jackson,Aquatic Life,Chloride
Okabena Creek,Elk Cr to Division Cr,Stream,2018,Des Moines River,07100001-602,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Okabena Creek,Elk Cr to Division Cr,Stream,2006,Des Moines River,07100001-602,"2Bg, 3C",Jackson,Aquatic Life,Turbidity
Okabena Creek,Elk Cr to Division Cr,Stream,2006,Des Moines River,07100001-602,"2Bg, 3C",Jackson,Aquatic Recreation,Fecal coliform
Okamanpeedan,Lake or Reservoir,Lake,2010,Des Moines River,46-0051-00,"2B, 3C",Martin,Aquatic Recreation,Nutrients
Perkins Creek,Warren Lk to Des Moines R,Stream,2018,Des Moines River,07100001-544,"2Bg, 3C",Cottonwood,Aquatic Life,Benthic macroinvertebrates bioassessments
Pierce,Lake or Reservoir,Lake,2018,Des Moines River,46-0076-00,"2B, 3C",Martin,Aquatic Recreation,Nutrients
Sarah,Lake or Reservoir,Lake,2018,Des Moines River,51-0063-00,"2B, 3C",Murray,Aquatic Life,Fish bioassessments
Sarah,Lake or Reservoir,Lake,2006,Des Moines River,51-0063-00,"2B, 3C",Murray,Aquatic Recreation,Nutrients
Shetek,Lake or Reservoir,Lake,2018,Des Moines River,51-0046-00,"2B, 3C",Murray,Aquatic Life,Fish bioassessments
Shetek,Lake or Reservoir,Lake,2006,Des Moines River,51-0046-00,"2B, 3C",Murray,Aquatic Recreation,Nutrients
Story Brook,JD 56 to Des Moines R,Stream,2018,Des Moines River,07100002-507,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Story Brook,JD 56 to Des Moines R,Stream,2018,Des Moines River,07100002-507,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Talcot,Lake or Reservoir,Lake,2018,Des Moines River,17-0060-00,"2B, 3C",Cottonwood,Aquatic Life,Fish bioassessments
Talcot,Lake or Reservoir,Lake,2010,Des Moines River,17-0060-00,"2B, 3C",Cottonwood,Aquatic Recreation,Nutrients
Teal,Lake or Reservoir,Lake,2018,Des Moines River,32-0053-00,"2B, 3C",Jackson,Aquatic Recreation,Nutrients
Temperance,Lake or Reservoir,Lake,2018,Des Moines River,46-0103-00,"2B, 3C",Martin,Aquatic Life,Fish bioassessments
Temperance,Lake or Reservoir,Lake,2018,Des Moines River,46-0103-00,"2B, 3C",Martin,Aquatic Recreation,Nutrients
Timber,Lake or Reservoir,Lake,2018,Des Moines River,32-0058-00,"2B, 3C",Jackson,Aquatic Recreation,Nutrients
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2002,Des Moines River,07100001-517,"2Bg, 3C",Murray,Aquatic Recreation,Fecal coliform
Unnamed creek,Unnamed cr to JD 3,Stream,2018,Des Moines River,07100001-518,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to JD 3,Stream,2018,Des Moines River,07100001-518,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed cr to Lk Shetek,Stream,2002,Des Moines River,07100001-519,"2Bg, 3C",Murray,Aquatic Recreation,Fecal coliform
Unnamed creek,String Lk to Des Moines R,Stream,2018,Des Moines River,07100001-551,"2Bg, 3C",Cottonwood,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,String Lk to Des Moines R,Stream,2018,Des Moines River,07100001-551,"2Bg, 3C",Cottonwood,Aquatic Life,Fish bioassessments
Unnamed creek,String Lk to Des Moines R,Stream,2008,Des Moines River,07100001-551,"2Bg, 3C",Cottonwood,Aquatic Life,Turbidity
Unnamed creek,Harder Lk to Unnamed cr,Stream,2018,Des Moines River,07100001-563,"2Bg, 3C",Cottonwood,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed ditch to Jack Cr,Stream,2018,Des Moines River,07100001-564,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed ditch to Jack Cr,Stream,2018,Des Moines River,07100001-564,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed ditch to Jack Cr,Stream,2018,Des Moines River,07100001-564,"2Bg, 3C",Jackson,Aquatic Recreation,Escherichia coli (E.coli)
Unnamed creek,Unnamed cr to Des Moines R,Stream,2018,Des Moines River,07100001-613,"2Bg, 3C",Cottonwood,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed cr to JD 84,Stream,2018,Des Moines River,07100001-614,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to Unnamed lk,Stream,2018,Des Moines River,07100001-618,"2Bg, 3C",Nobles,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to Unnamed lk,Stream,2018,Des Moines River,07100001-618,"2Bg, 3C",Nobles,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed cr to JD 20,Stream,2018,Des Moines River,07100001-619,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed lk to Des Moines R,Stream,2018,Des Moines River,07100001-621,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Headwaters to Unnamed creek,Stream,2018,Des Moines River,07100001-624,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Headwaters to Unnamed creek,Stream,2018,Des Moines River,07100001-624,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed cr to unnamed cr,Stream,2018,Des Moines River,07100001-625,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to unnamed cr,Stream,2018,Des Moines River,07100001-625,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2018,Des Moines River,07100001-626,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2018,Des Moines River,07100001-626,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2018,Des Moines River,07100001-628,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2018,Des Moines River,07100001-628,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed cr to Lk Maria,Stream,2018,Des Moines River,07100001-632,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,Unnamed cr to Lk Maria,Stream,2018,Des Moines River,07100001-632,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Unnamed creek,Unnamed cr to Lk Shetek inlet,Stream,2018,Des Moines River,07100001-637,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,-95.5572 43.8293 to West Graham Lk,Stream,2018,Des Moines River,07100001-661,"2Bg, 3C",Nobles,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,-95.5572 43.8293 to West Graham Lk,Stream,2018,Des Moines River,07100001-661,"2Bg, 3C",Nobles,Aquatic Life,Fish bioassessments
Unnamed creek,490th Ave to Warren Lk,Stream,2018,Des Moines River,07100001-670,"2Bg, 3C",Cottonwood,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,21st St to Talcot Lk,Stream,2018,Des Moines River,07100001-672,"2Bg, 3C",Murray,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,21st St to Talcot Lk,Stream,2018,Des Moines River,07100001-672,"2Bg, 3C",Murray,Aquatic Life,Fish bioassessments
Unnamed creek,JD 11 to Des Moines R,Stream,2018,Des Moines River,07100002-504,"2Bg, 3C",Jackson,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,JD 11 to Des Moines R,Stream,2018,Des Moines River,07100002-504,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Unnamed creek,-94.8641 43.6264 to Des Moines R,Stream,2018,Des Moines River,07100003-529,"2Bg, 3C",Martin,Aquatic Life,Benthic macroinvertebrates bioassessments
Unnamed creek,-94.8641 43.6264 to Des Moines R,Stream,2018,Des Moines River,07100003-529,"2Bg, 3C",Martin,Aquatic Life,Fish bioassessments
Unnamed ditch,Unnamed ditch to Unnamed ditch,Stream,2018,Des Moines River,07100002-510,"2Bg, 3C",Jackson,Aquatic Life,Fish bioassessments
Upper Lake Sarah Outlet,Lk Sarah to Unnamed cr,Stream,2002,Des Moines River,07100001-513,"2Bg, 3C",Murray,Aquatic Recreation,Fecal coliform
West Graham,Lake or Reservoir,Lake,2018,Des Moines River,53-0021-00,"2B, 3C",Nobles,Aquatic Life,Fish bioassessments
West Graham,Lake or Reservoir,Lake,2008,Des Moines River,53-0021-00,"2B, 3C",Nobles,Aquatic Recreation,Nutrients
Yankton,Lake or Reservoir,Lake,2018,Des Moines River,42-0047-00,"2B, 3C",Lyon,Aquatic Life,Fish bioassessments
Yankton,Lake or Reservoir,Lake,2010,Des Moines River,42-0047-00,"2B, 3C",Lyon,Aquatic Recreation,Nutrients
Agate Bay Beach,,Beach,2016,Lake Superior,04010102-C31,"1B, 2A, 3A",Lake,Aquatic Recreation,Escherichia coli (E.coli)
Alden,Lake or Reservoir,Lake,2004,Lake Superior,69-0131-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Alder,Lake or Reservoir,Lake,1998,Lake Superior,16-0114-00,"1B, 2A, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Alton,Lake or Reservoir,Lake,1998,Lake Superior,16-0622-00,"1B, 2A, 3B",Cook,Aquatic Consumption,Mercury in fish tissue
Amity Creek,Unnamed cr to Lester R,Stream,2004,Lake Superior,04010102-511,"1B, 2Ag, 3B",St. Louis,Aquatic Life,Turbidity
"Amity Creek, East Branch",Unnamed cr to Amity Cr,Stream,2014,Lake Superior,04010102-540,"1B, 2Ag, 3B",St. Louis,Aquatic Life,Turbidity
Aspen,Lake or Reservoir,Lake,1998,Lake Superior,16-0204-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Ball Club,Lake or Reservoir,Lake,1998,Lake Superior,16-0182-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Ball Club,Lake or Reservoir,Lake,1998,Lake Superior,16-0182-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in water column
Balsam,Lake or Reservoir,Lake,2002,Lake Superior,38-0245-00,"2B, 3C",Lake,Aquatic Consumption,Mercury in fish tissue
Baptism River,W Br Baptism R to Lk Superior,Stream,2016,Lake Superior,04010101-508,"1B, 2Ag, 3B",Lake,Aquatic Consumption,Mercury in water column
Barber Creek (East Swan River),"T57 R20W S28, east line to Dempsey Cr",Stream,2012,Lake Superior,04010201-569,"1B, 2Ag, 3B",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Barber Creek (East Swan River),"T57 R20W S2, north line to T57 R20W S27, west line",Stream,2012,Lake Superior,04010201-641,"2Bg, 3C",St. Louis,Aquatic Recreation,Escherichia coli (E.coli)
Barker,Lake or Reservoir,Lake,1998,Lake Superior,16-0358-00,"2B, 3C",Cook,Aquatic Consumption,Mercury in fish tissue
Bass,Lake or Reservoir,Lake,2002,Lake Superior,69-0553-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
Bassett,Lake or Reservoir,Lake,1998,Lake Superior,69-0041-00,"2B, 3C",St. Louis,Aquatic Consumption,Mercury in fish tissue
