respondentid,"choice1","choice2","choice3","choice4","choice5","choice6","choice7",choice8,countyresident,countyland,scenicconcern,scenicmoderate,scenicmajor,nutrientconcern,nutrientmoderate,nutrientmajor,habitatconcern,habitatmoderate,habitatmajor,sedimentconcern,sedimentmoderate,sedimentmajor,recreationconcern,recreationmoderate,recreationmajor,valknowconservation,valundueblame,valwaterimportant,vallandregulate,valwaterproblem,valpaymentimportant,valtogether,valstaff,valsteward,valinfluence,pollutionobs,familiar25,otherswetland,otherscovercrop,othersnm,pastcrp,pastfcp,pastmci,pastoneseason,pastlongterm,pastgcdt,pastgcsv,nowcrp,noweqip,nowfcsv,nowcsp,practicegd,practicemintill,practicerb,practicerp,obssediment,obsnutrients,obsodor,obstrash,obslackfish,obsunsafeswim,obscolor,obsunsafedrink,opwetlandfamiliar,opwetlandcostr,opwetlandcontrol,opwetlandequipment,opwetlandcostm,opwetlandhabitat,opwetlandsoil,opcovercropfamiliar,opcovercroprp,opcovercroptimep,opcovercroptimeh,opcovercroprs,opcovercropis,opcovercropln,opnmfamiliar,opnmrs,opnmrl,opnmis,opnmrf,opnmcost,opwetlandopen,opwetlandrestored,opcovercropopen,opcovercropplant,opnmopen,acfish,acswim,acexplore,ackayak,achunt,achike,acbike,acpicnic,achorseride,acgooffroading,sptlandowners,sptfarmmanager,sptrenters,sptgovstaff,sptmrbboard,infonrcs,infofsa,infoces,infomedial,infospecialists,infosfdealer,infomdealer,infoneighborfriends,infoscdc,infovai,infoprivateconsultants,infonpo,infomedian,preferfielddemo,preferinternet,prefercountymeeting,prefertelevision,prefermagazines,preferradio,preferprinted,prefervisual,preferonfarmconsul,prefertradeshows,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017
6949463084,C,C,C,C,C,C,C,C,Blue Earth,Blue Earth,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,5,4,4,3,4,4,4,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,3,3,4,4,,4,2,3,3,4,4,3,3,3,3,4,4,2,2,3,1,3,3,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,Male,50-70,High school diploma,"$1 -$24,999",1%-25%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6949461204,V,V,V,V,V,V,V,V,Le Sueur,Le Sueur,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,2,4,4,4,3,1,4,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,5,4,3,3,3,4,5,5,2,5,3,5,5,4,3,3,3,3,3,3,2,2,3,3,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6949458706,C,C,C,C,C,C,C,C,Brown,Brown,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,2,2,3,4,3,4,2,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,3,3,3,3,4,2,3,3,4,4,4,3,1,3,3,3,3,3,3,3,2,3,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$25,000 - $99,999",1%-25%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others
6949455558,,,,,,,,,Faribault,Faribault,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,1,3,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,3,2,4,2,4,4,4,4,3,2,2,3,3,3,3,3,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,Over 70,High school diploma,,75%-100%,,,Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6949418183,C,V,C,V,C,C,C,V,Freeborn,Freeborn,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,2,3,3,4,4,,2,3,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,4,3,2,4,4,3,3,3,2,4,4,2,2,2,3,3,4,3,3,3,1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",1%-25%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6949416279,,,,,,,,,Blue Earth,Blue Earth,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,5,4,3,3,3,3,3,3,3,2,,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,4,2,2,2,4,4,4,3,3,4,3,3,4,2,2,4,2,2,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others
6949408889,C,C,C,V,C,V,C,C,Lincoln,Lincoln,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,4,5,5,1,1,1,4,4,5,1,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,3,5,5,3,2,4,4,3,4,4,4,4,4,4,1,1,4,2,2,2,3,2,3,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Female,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6949405911,V,C,V,V,V,V,V,V,Kandiyohi,Kandiyohi,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,3,3,3,3,3,4,2,3,3,4,4,4,3,2,3,3,3,4,3,1,2,1,3,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,Male,Over 70,"B.A., B.S., or equivalent","$100,000 - $249,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6949403352,C,C,C,C,C,C,C,C,Carver,Carver,3,3,3,2,2,2,3,3,3,2,2,2,3,3,1,5,5,4,1,1,1,3,3,5,4,2,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,5,5,5,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,3,2,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,75%-100%,,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6949399112,V,V,V,V,V,C,V,V,Swift,Swift,3,3,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,2,2,2,4,4,4,3,,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,3,3,3,4,3,3,3,3,4,,3,2,3,3,4,3,3,1,2,3,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6949394536,V,C,V,C,V,V,C,V,Freeborn,Freeborn,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,3,3,3,3,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Over 70,Graduate degree,"$1 -$24,999",1%-25%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Continuous Corn (any tillage system),Retired
6949392066,,,,,,,,,Le Sueur,Blue Earth,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,3,4,3,3,2,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,3,3,3,3,3,4,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Male,Over 70,High school diploma,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Conservation Reserve Program (CRP),Full-time farm work on land owned by me or rented from others
6949389471,C,C,C,C,C,C,C,C,Waseca,Waseca,3,4,3,3,3,2,3,3,3,3,3,3,2,3,2,4,4,4,3,4,4,4,3,4,2,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,4,4,4,2,3,3,3,4,4,4,3,2,4,5,5,1,2,5,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$250,000 - $499,999",50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6949385903,V,V,V,V,C,V,V,V,Freeborn,Freeborn,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,5,3,4,3,5,4,4,3,,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,3,2,2,4,4,3,2,3,3,3,3,3,1,3,3,4,3,3,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,50-70,High school diploma,"$25,000 - $99,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work
6948985749,V,V,V,V,V,V,V,,Lac Qui Parle,Lac Qui Parle,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,4,4,2,3,3,4,4,4,3,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,3,3,3,3,4,3,3,2,3,3,3,3,3,2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,50-70,High school diploma,"$500,000 to $999,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948796897,,,,,,,,,Douglas,Pope,1,1,1,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,,,,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired
6948796210,V,C,V,C,V,V,C,C,Traverse,Traverse,2,3,3,5,4,5,4,4,5,5,4,5,3,3,4,4,3,5,5,5,5,5,5,4,4,1,4,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,3,4,4,3,4,4,5,3,3,4,3,4,4,3,3,3,3,3,4,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Male,Over 70,Some college but no 4-year degree,"$250,000 - $499,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6948795512,V,V,V,V,V,V,V,V,Stevens,Stevens,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,2,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,3,4,2,2,4,4,5,4,2,2,3,4,4,2,3,2,2,5,4,3,1,3,1,3,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,"$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948794673,C,C,C,C,C,C,C,C,Hennepin,Hennepin,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,5,5,5,2,3,1,4,4,4,1,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,1,5,3,2,2,2,4,4,3,3,3,3,3,3,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Male,50-70,"B.A., B.S., or equivalent","$1,000,000 and over",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948793617,,,,,,,,,Carver,Cass,3,3,3,4,4,4,2,4,4,4,3,4,3,3,3,5,5,5,3,3,5,5,5,4,3,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,3,2,4,2,5,5,5,2,2,3,5,5,4,5,2,2,4,3,2,3,3,3,3,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,Over 70,"B.A., B.S., or equivalent",,,1 to 100 acres,,,Retired
6948792859,C,C,C,C,C,C,V,C,Faribault,Winona,1,1,1,1,3,3,2,2,2,2,2,1,1,1,1,3,4,4,3,3,4,3,3,4,3,2,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,4,3,3,1,3,4,4,4,3,3,1,3,3,3,2,3,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Over 70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,,Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948790989,V,V,V,V,V,V,V,V,Redwood,Redwood,3,4,4,2,3,3,3,3,2,2,2,2,1,3,2,4,5,4,2,3,4,4,4,4,3,2,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,3,4,4,3,2,3,3,4,4,4,1,3,3,3,3,3,1,3,1,3,3,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Male,50-70,High school diploma,"$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others
6948790357,V,V,V,V,V,V,V,V,Le Sueur,Le Sueur,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,5,4,,,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,3,4,4,3,3,3,4,4,4,4,4,3,2,4,3,4,4,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,25%-50%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948788893,V,V,V,V,V,V,V,V,Dakota,Fillmore,3,4,3,4,5,4,4,3,3,4,3,3,3,3,3,4,2,4,5,5,3,5,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,3,4,3,2,4,4,3,2,2,2,5,4,2,1,3,3,3,3,3,1,3,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Male,Over 70,Graduate degree,None,1%-25%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948788159,,,,,,,,,Rice,Goodhue,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Over 70,High school diploma,"$1 -$24,999",1%-25%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948756355,C,C,V,C,C,C,C,C,Faribault,Faribault,4,4,1,1,1,1,1,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,4,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,Male,Over 70,,,75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948754791,C,V,C,V,V,C,V,C,Yellow Medicine,Yellow Medicine,2,2,2,2,2,2,3,3,3,4,2,2,2,2,2,,,,1,4,2,4,4,5,1,1,2,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others
6948752656,V,C,V,C,V,V,V,V,Kandiyohi,Kandiyohi,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3,3,4,3,4,3,2,3,3,3,4,3,3,3,3,3,4,4,3,2,3,3,3,3,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,Male,50-70,Some college but no 4-year degree,"$250,000 - $499,999",50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948751048,V,V,V,V,V,V,V,V,Redwood,Redwood,3,3,3,3,3,3,1,1,1,3,3,3,2,2,2,4,5,4,4,3,3,4,4,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,3,3,2,3,3,3,4,4,1,3,3,4,5,4,3,2,2,4,4,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6948748993,C,C,V,V,V,C,C,V,Swift,Swift,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,4,5,4,2,3,4,4,4,5,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,4,5,5,4,2,4,4,4,3,4,4,3,3,3,3,3,3,3,3,2,3,2,3,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Male,Over 70,Graduate degree,"$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired
6948747287,C,C,C,C,C,C,C,C,Redwood,Redwood,2,2,1,4,3,2,3,2,2,4,3,2,3,3,2,3,4,4,4,4,4,4,4,4,3,3,3,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,4,4,4,5,4,2,4,4,4,5,5,3,4,1,1,3,5,1,2,3,3,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$25,000 - $99,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6948745823,V,C,V,C,V,V,C,V,Brown,Brown,4,4,5,5,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,3,5,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,4,3,5,4,4,4,5,3,3,3,4,4,3,1,3,3,3,3,3,1,2,3,3,3,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6948744309,V,V,V,V,V,V,V,V,Renville,Renville,4,4,3,3,3,4,3,4,3,4,4,3,3,2,3,4,4,5,5,4,3,5,5,4,4,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,3,4,3,4,4,3,3,4,3,4,4,4,2,3,3,2,2,2,2,3,3,3,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6948742656,,,,,,,,,Kandiyohi,Kandiyohi,3,3,3,2,2,3,5,5,5,4,3,3,5,3,3,3,5,5,1,4,4,4,2,4,3,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,3,5,5,5,4,5,3,3,3,3,3,4,4,3,1,3,3,3,3,4,1,2,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,50-70,High school diploma,"$25,000 - $99,999",0,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others
6948731395,C,C,C,C,C,C,C,C,McLeod,McLeod,3,3,2,4,4,3,3,3,2,3,3,3,3,3,3,4,3,4,2,3,2,4,4,5,2,3,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,5,3,2,4,4,1,2,2,5,5,5,2,2,2,4,4,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,50-70,Some college but no 4-year degree,"$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6948722483,C,V,V,C,V,V,V,C,Brown,Brown,2,2,2,3,3,3,3,3,3,4,4,4,3,2,4,4,4,4,3,4,4,4,4,4,3,3,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,4,4,4,4,4,2,3,2,4,3,4,4,3,3,3,2,3,3,3,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6948718920,C,C,C,C,C,C,C,C,Nicollet,Nicollet,2,3,4,2,2,2,2,3,3,2,2,2,3,2,2,,,,4,2,4,4,4,5,4,3,1,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Male,50-70,High school diploma,"$1 -$24,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Full-time farm work on land owned by me or rented from others
